60,3,66.0,16226,1,849,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,1,12,13,10,0.0,2,4,2,39,40,41,39,281,43,0,747,1028,1,0,1,5,1210,1242,0,2452,0,0,2,1,4,1,2,9,6,1,694,84,1998.0,81,2,683,85,85,2,208,50,0,0,0,0,902,687,860,0,5,2007,8,4,267000
60,3,105.0,13693,1,1351,3,3,0,4,0,16,2,2,0,5,9,5,2006,2006,3,1,12,13,9,772.0,0,4,2,39,40,38,42,0,43,0,2153,2153,1,0,1,5,2069,574,0,2643,0,0,2,1,3,1,0,9,6,1,692,84,2006.0,81,3,694,85,85,2,414,84,0,0,0,0,1433,1121,1385,0,3,2007,8,4,380000
70,3,86.0,22420,1,1271,0,3,0,4,0,6,1,2,0,5,6,6,1918,1950,3,1,13,12,10,0.0,3,4,0,39,40,41,38,1128,43,0,242,1370,2,4,0,1,1370,1254,0,2624,1,0,2,1,4,1,3,10,6,1,692,86,1918.0,83,3,864,85,85,0,0,0,0,0,0,0,1287,1127,1311,0,11,2007,8,4,239000
60,3,116.0,13474,1,879,3,3,0,4,0,20,1,2,0,5,7,5,1990,1991,1,1,6,10,9,246.0,2,4,1,39,40,41,37,700,43,0,0,700,1,2,1,5,1122,1121,0,2243,1,0,2,1,4,1,2,8,6,1,694,82,1990.0,82,3,746,85,85,2,127,44,224,0,0,0,897,663,891,0,6,2007,8,4,225000
20,3,60.0,11664,1,154,3,3,0,4,0,12,0,2,0,2,6,5,1948,1950,1,1,8,8,9,206.0,3,4,1,40,37,41,38,336,43,0,746,1082,1,4,1,5,1082,0,0,1082,0,0,1,0,2,1,3,5,6,1,692,86,1948.0,83,1,240,85,85,2,0,130,0,0,0,0,142,98,140,0,11,2007,8,4,119200
90,3,95.0,11345,1,412,3,3,0,0,0,12,1,2,2,5,5,5,1948,1950,1,4,0,0,11,567.0,3,4,1,40,40,41,41,220,43,0,708,928,1,2,1,1,928,992,0,1920,0,0,2,0,4,2,3,10,6,0,237,86,1948.0,83,2,400,85,82,2,0,0,0,0,0,0,544,371,650,0,7,2007,8,4,137000
120,3,40.0,6792,1,1336,0,3,0,4,0,16,2,2,4,2,7,5,2005,2006,1,1,12,13,11,94.0,2,4,2,39,40,41,42,0,43,0,1368,1368,1,0,1,5,1368,0,0,1368,0,0,2,0,2,1,2,6,6,1,692,82,2005.0,82,2,474,85,85,2,132,35,0,0,0,0,1373,994,1338,0,3,2006,6,5,202665
60,3,80.0,14000,1,124,3,3,0,4,1,4,2,2,0,5,7,5,1996,1997,1,1,13,14,10,0.0,2,4,2,37,40,39,39,1201,43,0,105,1306,1,0,1,5,1306,954,0,2260,1,0,2,1,3,1,2,7,6,0,371,82,1996.0,82,2,533,85,85,2,296,44,0,0,0,0,91,539,90,0,4,2010,8,4,328000
20,3,91.0,10437,1,1217,0,3,0,4,0,15,2,2,0,2,8,6,1995,1995,3,1,8,8,9,660.0,2,2,2,39,40,39,39,1696,43,0,413,2109,1,0,1,5,2113,0,0,2113,1,0,2,1,2,1,2,7,6,1,694,82,1995.0,81,3,839,85,85,2,236,46,0,0,0,0,1230,651,1244,0,8,2008,8,4,350000
50,3,70.0,11767,1,474,3,3,0,4,0,7,2,2,0,5,4,7,1910,2000,1,1,8,6,10,0.0,3,4,1,38,40,41,42,0,43,0,560,560,1,2,0,5,796,550,0,1346,0,0,1,1,2,1,3,6,3,0,314,86,1950.0,83,1,384,82,85,2,168,24,0,0,0,0,486,1180,478,0,5,2007,8,4,112000
80,3,-1.0,11333,1,218,0,3,0,0,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,10,0.0,3,4,2,39,40,38,37,539,43,0,490,1029,1,4,1,5,1062,0,0,1062,1,0,1,0,3,1,3,5,6,2,694,82,1976.0,82,2,539,85,85,2,120,0,0,0,0,0,183,306,219,0,5,2007,8,4,146800
90,4,78.0,7060,1,1280,3,3,0,4,0,11,2,2,2,6,7,5,1997,1998,1,1,12,13,9,200.0,3,2,2,39,38,39,39,1309,43,0,35,1344,1,0,1,5,1344,0,0,1344,2,0,2,0,2,2,3,8,6,0,628,82,1997.0,81,4,784,85,85,2,0,0,0,0,0,0,1293,1130,1328,0,11,2008,8,2,206300
30,4,50.0,6000,1,1176,3,3,0,4,0,3,2,2,0,2,5,7,1921,1950,1,1,13,15,10,0.0,3,4,1,40,40,41,40,616,43,0,0,616,1,2,1,5,616,0,0,616,0,0,1,0,2,1,3,4,6,0,184,86,1921.0,83,1,205,85,85,2,0,0,129,0,0,0,1188,225,1202,0,6,2006,8,4,89000
90,3,64.0,7018,1,769,3,0,0,4,0,20,1,2,2,6,5,5,1979,1979,1,1,9,10,11,275.0,3,4,1,39,40,38,39,1086,43,0,0,1086,1,4,1,5,1224,0,0,1224,2,0,0,2,2,2,3,6,6,2,694,86,1979.0,83,2,528,85,85,2,120,0,0,0,0,0,786,926,895,0,6,2009,8,2,153337
20,3,78.0,10140,1,702,3,3,0,4,0,14,2,2,0,2,5,6,1975,1975,1,1,6,6,10,0.0,3,4,1,39,40,41,37,788,43,0,268,1056,1,0,1,5,1074,0,0,1074,1,0,1,1,3,1,3,6,6,0,434,82,1975.0,82,2,495,85,85,2,0,88,0,0,0,0,682,1181,673,0,7,2006,8,4,153500
60,3,-1.0,10304,1,539,0,3,0,1,0,14,4,2,0,5,5,7,1976,1976,1,1,9,10,9,44.0,3,2,1,40,40,41,37,381,43,0,399,780,1,0,1,5,1088,780,0,1868,1,0,2,1,4,1,2,9,6,1,694,82,1976.0,83,2,484,85,85,2,448,96,0,0,0,0,561,515,554,0,10,2009,8,4,197500
190,3,68.0,10880,1,25,3,3,0,4,0,7,2,2,1,2,5,5,1950,1950,1,1,8,8,10,0.0,3,4,1,40,40,41,37,1040,43,0,124,1164,2,4,0,5,1164,0,0,1164,1,0,1,0,3,1,3,5,6,0,398,86,1950.0,83,1,240,85,85,2,0,48,0,0,0,0,35,158,35,0,8,2008,3,4,125000
20,3,137.0,16492,1,1268,0,3,0,0,0,12,3,2,0,2,6,6,1966,2002,1,1,3,10,10,0.0,2,4,1,40,40,41,37,247,42,713,557,1517,1,0,1,5,1888,0,0,1888,0,0,2,1,2,1,2,6,4,1,692,82,1966.0,81,2,578,85,85,2,0,0,0,0,0,0,1303,1153,1257,0,6,2010,8,4,190000
20,3,80.0,8480,1,1349,3,3,0,0,0,19,2,2,0,2,5,6,1963,1963,3,1,6,6,10,0.0,3,4,1,40,40,41,39,630,43,0,340,970,1,4,1,5,970,0,0,970,1,0,1,0,2,1,3,5,6,0,147,86,1996.0,83,2,624,85,85,2,0,24,0,0,192,0,1431,1119,1387,0,7,2007,8,4,132500
120,3,43.0,3182,1,139,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,9,16.0,2,4,2,39,40,41,39,16,43,0,1330,1346,1,0,1,5,1504,0,0,1504,0,0,2,0,1,1,2,7,6,1,692,82,2005.0,81,2,457,85,85,2,156,0,0,0,0,0,152,160,150,0,5,2009,8,4,181000
60,3,130.0,40094,1,1210,0,0,0,4,0,7,4,4,0,5,10,5,2007,2008,3,1,5,5,11,762.0,0,4,2,37,40,39,39,2260,43,0,878,3138,1,0,1,5,3138,1538,0,4676,1,0,3,1,3,1,0,11,6,1,692,84,2007.0,81,3,884,85,85,2,208,406,0,0,0,0,1407,1002,1366,0,10,2007,6,5,184750
50,4,-1.0,12358,1,1007,0,3,0,4,0,17,1,2,0,0,5,6,1941,1950,1,1,8,8,10,0.0,3,4,1,40,40,41,41,360,43,0,360,720,1,4,1,5,854,0,528,1382,0,0,1,1,2,1,3,7,6,0,591,86,1991.0,83,2,660,85,85,2,237,0,0,0,0,0,1031,833,1025,0,5,2007,8,4,128500
30,3,60.0,8400,1,579,3,0,0,4,0,18,2,2,0,2,2,5,1920,1950,1,1,13,14,10,0.0,3,4,1,40,37,41,41,290,43,0,0,290,1,4,0,2,438,0,0,438,0,0,1,0,1,1,1,3,6,0,451,86,1930.0,83,1,246,85,85,0,0,0,0,0,0,0,602,568,595,0,1,2009,8,4,60000
60,3,-1.0,7685,1,876,0,3,0,4,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,9,112.0,3,4,2,39,40,41,37,518,43,0,179,697,1,2,1,5,697,804,0,1501,0,0,2,1,3,1,2,6,6,1,694,82,1993.0,81,2,420,85,85,2,190,63,0,0,0,0,893,659,887,0,5,2006,8,4,165600
20,3,75.0,9525,1,344,3,3,0,4,0,5,2,2,0,2,5,6,1995,2006,1,1,12,13,10,0.0,3,4,2,39,40,41,42,0,43,0,1099,1099,1,0,1,5,1099,0,0,1099,0,0,1,1,3,1,2,6,6,0,24,82,1999.0,83,1,352,85,85,2,278,0,0,0,0,0,319,270,335,0,6,2008,8,4,144000
20,3,89.0,10991,1,493,0,1,0,4,0,23,2,2,0,2,8,5,2007,2007,1,1,12,13,9,80.0,2,4,2,39,40,39,42,0,43,0,1571,1571,1,0,1,5,1571,0,0,1571,0,0,2,0,3,1,2,7,6,1,692,82,2007.0,81,3,722,85,85,2,100,36,0,0,0,0,512,456,505,0,12,2007,6,5,239000
120,3,48.0,6955,1,425,0,3,0,4,0,16,2,2,4,2,7,5,2005,2006,1,1,12,13,11,94.0,2,4,2,39,40,41,42,0,43,0,1368,1368,1,0,1,5,1368,0,0,1368,0,0,2,0,2,1,2,6,6,1,692,82,2005.0,82,2,474,85,85,2,132,35,0,0,0,0,445,365,439,0,9,2006,6,5,202500
70,4,-1.0,5100,1,1369,3,3,0,4,0,17,2,2,0,5,8,7,1925,1996,3,1,11,15,10,0.0,3,2,2,40,40,41,42,0,43,0,588,588,1,1,1,5,833,833,0,1666,0,0,1,0,3,1,2,7,6,1,692,86,1925.0,83,1,228,85,85,2,192,63,0,0,0,0,1427,1181,1280,0,6,2008,8,4,161000
60,3,73.0,8499,1,504,0,3,0,4,0,8,2,2,0,5,6,5,2006,2007,1,1,12,13,10,0.0,3,4,2,39,40,41,42,0,43,0,616,616,1,0,1,5,616,796,0,1412,0,0,2,1,3,1,2,6,6,1,692,84,2007.0,81,2,432,85,85,2,0,36,0,0,0,0,387,459,383,0,3,2007,6,5,156932
90,3,70.0,9842,1,630,3,3,0,2,0,12,2,2,2,2,4,5,1962,1962,1,1,6,6,10,0.0,3,4,3,26,24,8,12,0,22,0,0,0,1,4,1,5,1224,0,0,1224,0,0,2,0,2,2,3,6,6,0,276,85,1962.0,83,2,462,85,85,2,0,0,0,0,0,0,654,591,671,0,3,2007,8,4,101800
20,3,78.0,10206,1,913,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,12,13,11,468.0,3,4,2,39,40,41,39,33,43,0,1530,1563,1,0,1,5,1563,0,0,1563,0,0,2,0,3,1,2,6,6,1,692,82,2007.0,82,3,758,85,85,2,144,99,0,0,0,0,937,942,928,0,10,2008,8,4,245000
60,3,77.0,9965,1,1018,3,3,0,4,0,5,2,2,0,5,7,5,2007,2007,1,1,12,13,11,220.0,2,4,2,37,40,38,39,984,43,0,280,1264,1,0,1,5,1282,1414,0,2696,1,0,2,1,4,1,0,10,6,1,692,84,2007.0,81,3,792,85,85,2,120,184,0,0,168,0,1067,849,1038,0,10,2007,6,5,383970
80,3,-1.0,10784,1,170,0,3,0,2,0,8,2,2,0,7,7,5,1991,1992,1,1,6,6,9,76.0,2,4,2,39,40,41,42,0,43,0,384,384,1,2,1,5,802,670,0,1472,0,0,2,1,3,1,2,7,6,1,694,82,1991.0,82,2,402,85,85,2,164,0,0,0,0,0,138,86,136,0,5,2007,8,4,160000
120,3,-1.0,4928,1,1050,0,3,0,4,0,13,2,2,4,2,6,5,1976,1976,1,1,9,10,10,0.0,3,4,1,39,40,41,37,120,43,0,958,1078,1,4,1,5,958,0,0,958,0,0,2,0,2,1,3,5,6,1,694,82,1977.0,82,2,440,85,85,2,0,205,0,0,0,0,1076,855,1069,0,2,2007,8,4,128000
60,3,80.0,10421,1,189,3,3,0,4,0,14,2,2,0,5,7,5,1988,1988,1,1,6,6,9,42.0,3,4,1,39,40,41,39,394,43,0,586,980,1,4,1,5,980,734,0,1714,0,0,2,1,3,1,3,7,6,1,694,82,1988.0,83,2,496,85,85,2,228,66,156,0,0,0,254,1181,1408,500,3,2010,8,4,196500
90,3,64.0,6979,1,1191,3,3,0,4,0,17,2,2,2,6,6,5,1980,1980,1,1,9,10,10,0.0,3,4,1,40,40,41,39,1056,43,0,0,1056,1,2,1,5,1056,0,0,1056,2,0,0,0,0,2,3,4,6,0,219,86,1980.0,83,2,576,85,85,2,264,56,0,0,0,0,1180,1179,1408,600,6,2010,8,4,144000
80,3,-1.0,7750,1,1019,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,1,12,13,10,0.0,3,4,2,39,40,41,39,250,43,0,134,384,1,0,1,5,774,656,0,1430,0,0,2,1,3,1,3,7,6,1,694,84,2000.0,81,2,400,85,85,2,180,0,0,0,0,0,1065,850,1039,0,4,2010,8,4,180000
20,3,80.0,11844,1,1150,0,3,0,4,0,22,2,2,0,2,8,5,2008,2008,3,1,12,13,11,464.0,2,4,2,37,40,40,42,0,43,0,2046,2046,1,0,1,5,2046,0,0,2046,0,0,2,1,3,1,2,7,6,1,692,82,2008.0,81,3,834,85,85,2,322,82,0,0,0,0,1252,222,1176,0,7,2009,6,5,372500
90,3,64.0,7018,1,290,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,9,10,10,0.0,3,4,3,31,0,32,15,0,9,0,0,0,1,4,1,5,1535,0,0,1535,0,0,2,0,4,2,3,8,6,0,109,82,1979.0,83,2,400,85,85,2,0,0,0,0,0,0,308,69,303,0,6,2009,8,2,118858
20,3,70.0,11200,1,938,3,3,0,4,0,19,2,2,0,2,5,5,1965,1965,3,1,6,6,10,0.0,3,4,1,40,40,41,41,906,43,0,134,1040,1,0,1,5,1040,0,0,1040,1,0,1,0,3,1,3,5,6,0,684,86,1965.0,83,1,384,85,85,2,0,0,0,0,0,0,964,1078,952,0,2,2008,8,4,129500
70,4,60.0,9600,1,1369,3,3,0,4,0,17,2,2,0,5,4,2,1900,1950,1,1,0,12,10,0.0,3,4,0,40,37,41,42,0,43,0,1095,1095,2,1,0,5,1095,679,0,1774,1,0,2,0,4,2,3,8,3,0,203,81,1920.0,83,3,779,82,82,0,0,0,90,0,0,0,1254,211,1178,0,5,2006,8,4,87000
20,3,70.0,9100,1,78,3,3,0,4,0,12,2,2,0,2,5,6,1965,1965,1,1,12,13,10,0.0,3,4,1,40,40,41,38,338,42,466,121,925,1,0,1,5,925,0,0,925,0,1,1,0,2,1,3,5,6,0,70,86,1965.0,83,1,429,85,85,2,0,0,0,0,0,0,65,1180,64,0,7,2009,8,4,117500
50,3,70.0,8737,1,1233,0,0,0,4,0,3,2,2,0,0,6,7,1923,1950,1,1,3,14,10,0.0,3,4,0,39,40,41,41,300,43,0,765,1065,1,0,1,1,915,720,0,1635,0,0,1,1,3,1,3,6,6,1,692,86,1950.0,83,2,440,85,85,2,0,38,0,144,0,0,1273,960,1138,0,5,2007,8,4,210000
20,3,85.0,8500,1,970,3,3,0,4,0,12,2,2,0,2,5,3,1961,1961,3,1,6,6,8,203.0,3,4,1,40,40,41,41,600,43,0,635,1235,1,4,1,5,1235,0,0,1235,0,0,1,0,2,1,3,6,6,0,527,82,1961.0,83,2,480,85,85,2,0,0,0,0,0,0,1000,1180,920,0,12,2006,8,0,98600
75,4,60.0,10800,1,259,3,3,0,4,0,17,2,2,0,4,7,7,1914,1970,1,1,13,14,10,0.0,3,4,0,39,40,40,41,390,43,0,490,880,2,1,0,5,880,888,0,1768,0,0,1,1,2,1,3,6,6,2,694,86,1914.0,83,2,320,85,85,0,0,341,0,0,0,0,239,200,226,0,10,2006,8,4,163000
50,4,52.0,6240,1,535,3,3,0,4,0,3,2,2,0,0,5,6,1928,1950,1,1,8,8,10,0.0,3,4,0,40,40,41,42,0,43,0,1042,1042,1,0,1,5,1042,534,0,1576,0,0,1,0,3,1,3,8,6,1,692,86,1928.0,83,1,225,85,85,2,0,0,0,0,0,0,557,512,550,0,8,2006,8,3,149000
70,3,75.0,12000,1,533,3,0,0,4,0,6,2,2,0,5,7,7,1941,1950,1,1,8,8,10,0.0,3,4,1,40,40,41,41,275,43,0,429,704,1,0,1,5,860,704,0,1564,0,0,1,1,3,1,1,7,6,1,692,82,1941.0,83,1,234,85,85,2,0,0,0,0,0,0,564,510,548,0,7,2009,8,4,174500
20,3,70.0,8402,1,1146,3,3,0,4,0,11,1,2,0,2,5,5,2007,2007,1,1,12,13,10,0.0,3,4,2,39,40,41,37,206,43,0,914,1120,1,0,1,5,1120,0,0,1120,0,0,1,0,3,1,3,6,6,0,208,69,-1.0,56,0,0,50,47,2,0,30,0,0,0,0,1113,1057,1116,0,12,2007,6,5,147000
30,3,50.0,5330,1,365,3,1,0,4,0,3,2,2,0,2,4,7,1940,1950,3,1,12,13,10,0.0,1,4,1,40,40,41,40,280,43,0,140,420,1,2,1,5,708,0,0,708,0,0,1,0,2,1,1,5,6,0,258,14,-1.0,2,0,0,41,35,2,164,0,0,0,0,0,405,330,400,0,12,2009,8,4,82500
20,3,-1.0,8125,1,852,0,3,0,0,0,12,2,2,0,2,4,4,1971,1971,1,1,6,6,10,0.0,3,4,1,40,40,41,38,614,43,0,244,858,1,4,1,5,858,0,0,858,0,0,1,0,3,1,3,5,6,0,611,52,-1.0,0,0,0,27,48,2,0,0,0,0,0,0,870,717,865,0,6,2006,8,4,88000
20,3,72.0,9000,1,1254,3,3,0,4,0,12,2,2,0,2,6,5,1956,1956,1,1,13,14,9,74.0,3,4,1,39,40,41,40,616,43,0,580,1196,1,2,1,1,1196,0,0,1196,1,0,1,0,2,1,3,6,6,1,692,82,1956.0,82,1,297,85,85,2,0,44,0,0,0,0,1280,1134,1324,0,5,2008,8,4,139000
75,4,75.0,13500,1,1065,3,3,0,4,0,17,0,3,0,4,10,9,1893,2000,1,1,13,14,10,0.0,0,0,0,40,40,41,42,0,43,0,1237,1237,1,2,1,5,1521,1254,0,2775,0,0,3,1,3,1,2,9,6,1,692,86,1988.0,83,2,880,83,85,2,105,502,0,0,0,0,1164,1069,1092,0,7,2008,8,4,325000
30,4,30.0,5232,1,1369,2,0,0,4,0,17,0,2,0,2,5,5,1925,2004,1,1,13,14,10,0.0,3,4,0,38,40,41,42,0,43,0,680,680,1,2,0,3,764,0,0,764,0,0,1,0,2,1,3,4,6,0,555,86,1965.0,83,2,504,85,85,0,0,0,0,0,0,0,756,703,754,0,6,2008,8,4,73000
60,3,-1.0,11885,1,1145,3,3,0,4,0,5,2,2,0,5,8,5,2001,2001,1,1,12,13,9,108.0,2,4,2,39,40,38,39,990,43,0,309,1299,1,0,1,5,1299,573,0,1872,1,0,2,1,3,1,0,7,6,1,694,84,2001.0,82,2,531,85,85,2,160,122,0,0,0,0,1112,1077,1108,0,11,2009,8,4,261500
20,3,75.0,11310,1,713,3,3,0,4,0,12,2,2,0,2,6,5,1954,1954,3,1,13,3,10,0.0,3,4,1,40,40,41,42,0,43,0,1367,1367,1,0,1,5,1375,0,0,1375,0,0,1,0,2,1,3,5,6,1,694,82,1954.0,83,2,451,85,85,2,0,30,0,0,0,0,728,905,725,0,6,2006,8,4,140000
60,3,80.0,9828,1,547,0,3,0,4,0,20,2,2,0,5,8,5,1995,1995,1,1,12,13,10,0.0,2,4,2,39,40,41,39,584,43,0,544,1128,1,0,1,5,1142,878,0,2020,0,0,2,1,3,1,2,8,6,1,694,82,1995.0,82,2,466,85,85,2,0,155,0,0,0,0,615,523,607,0,6,2009,8,4,239500
60,3,60.0,6931,1,653,3,3,0,4,0,7,2,2,0,5,7,5,2003,2004,1,1,12,13,11,92.0,2,4,2,39,40,41,42,0,43,0,746,746,1,0,1,5,760,896,0,1656,0,0,2,1,3,1,2,7,6,1,692,84,2003.0,81,2,397,85,85,2,178,128,0,0,0,0,677,489,647,0,7,2008,8,4,165400
80,3,82.0,9020,1,1195,3,3,0,0,0,12,1,2,0,7,6,5,1964,1964,1,7,9,14,9,259.0,3,4,1,40,40,39,39,624,42,336,288,1248,1,4,1,5,1350,0,0,1350,1,0,1,1,3,1,3,6,6,0,215,82,1964.0,82,2,520,85,85,2,176,0,0,0,0,0,1117,1179,1224,0,6,2008,8,4,168500
20,3,60.0,7200,1,15,3,3,0,4,0,12,2,2,0,2,5,8,1950,2002,1,1,12,13,10,0.0,3,4,1,40,40,41,37,398,39,149,317,864,1,2,1,5,864,0,0,864,1,0,1,0,3,1,2,5,6,0,79,86,1980.0,82,2,720,85,85,2,194,0,0,0,0,0,70,23,69,0,7,2007,8,4,129000
70,3,63.0,15576,1,1258,3,3,0,4,0,6,2,2,0,5,6,7,1915,1976,1,1,13,10,10,0.0,3,4,0,39,40,41,42,0,43,0,840,840,1,0,1,5,840,840,0,1680,0,0,2,0,4,1,3,8,6,0,673,82,1960.0,83,1,308,85,85,2,0,0,160,0,0,0,1343,752,1304,0,3,2008,8,4,177000
60,3,-1.0,9453,1,722,0,3,0,1,0,20,7,2,0,5,7,7,1993,2003,1,1,6,6,10,0.0,2,4,2,39,40,41,38,402,43,0,594,996,1,0,1,5,1014,730,0,1744,0,0,2,1,3,1,2,7,6,0,573,82,1993.0,82,2,457,85,85,2,370,70,0,238,0,0,738,878,735,0,2,2010,8,4,194500
85,3,60.0,7200,1,13,3,3,0,4,0,5,2,2,0,6,5,8,1972,2003,1,1,14,6,10,0.0,3,2,1,39,40,38,39,660,43,0,108,768,1,2,1,5,768,0,0,768,0,1,1,0,2,1,3,5,6,0,81,86,1974.0,81,1,396,85,85,2,192,0,0,0,0,0,68,1181,67,0,4,2009,8,4,133900
20,3,64.0,8712,1,174,0,3,0,4,0,12,2,2,0,2,5,7,1957,2000,3,1,8,8,10,0.0,3,2,1,40,40,40,38,860,43,0,132,992,1,4,1,5,1306,0,0,1306,1,0,1,0,2,1,3,5,6,0,113,86,1968.0,83,1,756,85,85,2,0,0,0,0,0,0,301,62,296,0,5,2009,8,4,153000
20,3,75.0,7388,1,1044,3,3,0,0,0,12,2,2,0,2,5,6,1959,2002,1,1,8,8,10,0.0,3,4,1,40,40,41,41,405,43,0,658,1063,1,2,1,5,1327,0,0,1327,1,0,1,0,3,1,2,7,6,0,480,86,1974.0,83,2,624,85,85,2,0,0,0,0,0,0,1070,869,1063,0,7,2007,8,4,150750
20,3,70.0,9170,1,1309,3,3,0,0,0,7,1,2,0,2,5,7,1965,1965,3,1,8,8,10,0.0,3,4,1,40,40,41,37,698,40,96,420,1214,1,0,1,5,1214,0,0,1214,1,0,1,0,2,1,3,6,6,0,161,86,1965.0,83,2,461,82,82,2,0,0,184,0,0,0,1382,1179,1408,400,4,2007,8,4,140000
20,1,85.0,9187,1,1226,3,3,0,4,0,21,2,2,0,2,9,5,2009,2009,1,1,5,5,11,162.0,0,4,2,37,40,40,39,1121,43,0,645,1766,1,0,1,5,1766,0,0,1766,1,0,2,1,2,1,0,7,6,1,692,82,2009.0,81,3,478,85,85,2,195,130,0,0,0,0,1240,1049,1210,0,10,2009,6,5,370878
60,3,80.0,10793,1,1227,3,3,0,4,0,14,6,2,0,5,5,5,1969,1969,4,1,14,6,9,263.0,3,4,1,40,40,41,41,493,39,287,0,780,1,0,1,5,780,840,0,1620,0,0,2,1,4,1,3,7,2,0,222,82,1969.0,81,2,462,85,85,2,208,0,0,0,0,0,1241,1180,1211,0,4,2007,8,4,152000
20,3,54.0,13811,1,1178,0,3,0,4,0,23,2,2,0,2,6,6,1987,1987,1,1,6,6,9,72.0,3,4,1,39,38,41,39,980,41,40,92,1112,1,2,1,5,1137,0,0,1137,1,0,2,0,2,1,2,5,6,1,694,82,1987.0,83,2,551,85,85,2,125,0,0,0,0,0,1189,226,1203,0,7,2006,8,4,176000
20,3,78.0,9262,1,470,3,3,0,4,0,21,2,2,0,2,8,5,2008,2009,1,1,5,5,11,194.0,2,4,2,39,40,41,42,0,43,0,1573,1573,1,0,1,5,1578,0,0,1578,0,0,2,0,3,1,0,7,6,1,692,82,2008.0,81,3,840,85,85,2,0,36,0,0,0,0,483,432,475,0,5,2009,6,5,287090
