 4, 140.0, 90.00, 2264., 15.5, 71, 1,28.0
 4, 104.0, 95.00, 2375., 17.5, 70, 2,25.0
 6, 231.0, 165.0, 3445., 13.4, 78, 1,17.7
 4, 86.00, 65.00, 1975., 15.2, 79, 3,34.1
 4, 85.00, 70.00, 1945., 16.8, 77, 3,33.5
 6, 250.0, 98.00, 3525., 19.0, 77, 1,18.5
 6, 250.0, 110.0, 3520., 16.4, 77, 1,17.5
 4, 140.0, -1, 2905., 14.3, 80, 1,23.6
 4, 120.0, 97.00, 2506., 14.5, 72, 3,23.0
 4, 97.00, 71.00, 1825., 12.2, 76, 2,29.5
 4, 140.0, 92.00, 2865., 16.4, 82, 1,24.0
 6, 250.0, 72.00, 3158., 19.5, 75, 1,15.0
 8, 304.0, 193.0, 4732., 18.5, 70, 1,9.0
 4, 120.0, 88.00, 3270., 21.9, 76, 2,19.0
 8, 360.0, 215.0, 4615., 14.0, 70, 1,10.0
 4, 140.0, 72.00, 2565., 13.6, 76, 1,26.5
 8, 318.0, 150.0, 3399., 11.0, 73, 1,15.0
 4, 151.0, 84.00, 2635., 16.4, 81, 1,26.6
 8, 400.0, 150.0, 3761., 9.5, 70, 1,15.0
 4, 100.0, -1, 2320., 15.8, 81, 2,34.5
 4, 114.0, 91.00, 2582., 14.0, 73, 2,20.0
 6, 155.0, 107.0, 2472., 14.0, 73, 1,21.0
 8, 390.0, 190.0, 3850., 8.5, 70, 1,15.0
 8, 383.0, 170.0, 3563., 10.0, 70, 1,15.0
 6, 250.0, 105.0, 3897., 18.5, 75, 1,16.0
 4, 83.00, 61.00, 2003., 19.0, 74, 3,32.0
 6, 232.0, 100.0, 3288., 15.5, 71, 1,18.0
 4, 97.00, 54.00, 2254., 23.5, 72, 2,23.0
 4, 140.0, 88.00, 2870., 18.1, 80, 1,26.4
 6, 198.0, 95.00, 2904., 16.0, 73, 1,23.0
 4, 119.0, 97.00, 2405., 14.9, 78, 3,23.9
 8, 351.0, 158.0, 4363., 13.0, 73, 1,13.0
 4, 98.00, 83.00, 2075., 15.9, 77, 1,33.5
 8, 304.0, 150.0, 3433., 12.0, 70, 1,16.0
 4, 140.0, 89.00, 2755., 15.8, 77, 1,25.5
 8, 304.0, 150.0, 3672., 11.5, 73, 1,14.0
 4, 134.0, 95.00, 2515., 14.8, 78, 3,21.1
 8, 260.0, 110.0, 4060., 19.0, 77, 1,17.0
 4, 151.0, 90.00, 2950., 17.3, 82, 1,27.0
 4, 97.00, 78.00, 2188., 15.8, 80, 2,34.3
 4, 116.0, 81.00, 2220., 16.9, 76, 2,25.0
 3, 70.00, 100.0, 2420., 12.5, 80, 3,23.7
 5, 121.0, 67.00, 2950., 19.9, 80, 2,36.4
 8, 305.0, 145.0, 3425., 13.2, 78, 1,19.2
 8, 318.0, 150.0, 4096., 13.0, 71, 1,14.0
 8, 262.0, 110.0, 3221., 13.5, 75, 1,20.0
 6, 232.0, 90.00, 3265., 18.2, 79, 1,20.2
 6, 225.0, 110.0, 3360., 16.6, 79, 1,20.6
 4, 91.00, 53.00, 1795., 17.5, 75, 3,33.0
 4, 97.00, 78.00, 2190., 14.1, 77, 2,30.5
 6, 163.0, 133.0, 3410., 15.8, 78, 2,16.2
 8, 318.0, 150.0, 3940., 13.2, 76, 1,13.0
 3, 70.00, 90.00, 2124., 13.5, 73, 3,18.0
 6, 250.0, 78.00, 3574., 21.0, 76, 1,18.0
 4, 105.0, 70.00, 2200., 13.2, 79, 1,34.2
 4, 116.0, 75.00, 2246., 14.0, 74, 2,26.0
 6, 168.0, 132.0, 2910., 11.4, 80, 3,32.7
 4, 121.0, 112.0, 2868., 15.5, 73, 2,19.0
 8, 351.0, 148.0, 4657., 13.5, 75, 1,14.0
 4, 134.0, 95.00, 2560., 14.2, 78, 3,27.5
 4, 119.0, 100.0, 2615., 14.8, 81, 3,32.9
 4, 98.00, 65.00, 2045., 16.2, 81, 1,34.4
 8, 350.0, 170.0, 4165., 11.4, 77, 1,15.5
 4, 119.0, 82.00, 2720., 19.4, 82, 1,31.0
 4, 97.00, 75.00, 2171., 16.0, 75, 3,29.0
 4, 146.0, 67.00, 3250., 21.8, 80, 2,30.0
 4, 98.00, 80.00, 2164., 15.0, 72, 1,28.0
 6, 225.0, 105.0, 3121., 16.5, 73, 1,18.0
 6, 225.0, 100.0, 3630., 17.7, 77, 1,19.0
 4, 91.00, 67.00, 1850., 13.8, 80, 3,44.6
 4, 120.0, 97.00, 2489., 15.0, 74, 3,24.0
 6, 200.0, 85.00, 2587., 16.0, 70, 1,21.0
 4, 120.0, 75.00, 2542., 17.5, 80, 3,31.3
 8, 302.0, 140.0, 4638., 16.0, 74, 1,14.0
 4, 112.0, 85.00, 2575., 16.2, 82, 1,31.0
 8, 454.0, 220.0, 4354., 9.0, 70, 1,14.0
 8, 400.0, 190.0, 4325., 12.2, 77, 1,15.5
 4, 107.0, 75.00, 2205., 14.5, 82, 3,36.0
 6, 232.0, 100.0, 2901., 16.0, 74, 1,19.0
 6, 232.0, 100.0, 2945., 16.0, 73, 1,18.0
 6, 200.0, 81.00, 3012., 17.6, 76, 1,24.0
 4, 71.00, 65.00, 1773., 19.0, 71, 3,31.0
 4, 140.0, 75.00, 2542., 17.0, 74, 1,25.0
 8, 304.0, 120.0, 3962., 13.9, 76, 1,15.5
 6, 225.0, 105.0, 3439., 15.5, 71, 1,16.0
 6, 232.0, 90.00, 3210., 17.2, 78, 1,19.4
 6, 262.0, 85.00, 3015., 17.0, 82, 1,38.0
 4, 120.0, 87.00, 2979., 19.5, 72, 2,21.0
 8, 350.0, 165.0, 3693., 11.5, 70, 1,15.0
 8, 350.0, 145.0, 3988., 13.0, 73, 1,13.0
 4, 108.0, 93.00, 2391., 15.5, 74, 3,26.0
 4, 97.00, 67.00, 2065., 17.8, 81, 3,32.3
 6, 225.0, 100.0, 3651., 17.7, 76, 1,20.0
 6, 173.0, 110.0, 2725., 12.6, 81, 1,23.5
 4, 135.0, 84.00, 2490., 15.7, 81, 1,27.2
 8, 302.0, 137.0, 4042., 14.5, 73, 1,14.0
 6, 200.0, 85.00, 2990., 18.2, 79, 1,19.8
 4, 101.0, 83.00, 2202., 15.3, 76, 2,27.0
 4, 151.0, 90.00, 2678., 16.5, 80, 1,28.0
 4, 98.00, 66.00, 1800., 14.4, 78, 1,36.1
 8, 350.0, 155.0, 4502., 13.5, 72, 1,13.0
 4, 107.0, 75.00, 2210., 14.4, 81, 3,33.7
 4, 121.0, 113.0, 2234., 12.5, 70, 2,26.0
 6, 199.0, 90.00, 2648., 15.0, 70, 1,21.0
 4, 151.0, 88.00, 2740., 16.0, 77, 1,24.5
 4, 122.0, 80.00, 2451., 16.5, 74, 1,26.0
 4, 108.0, 75.00, 2265., 15.2, 80, 3,32.2
 4, 107.0, 90.00, 2430., 14.5, 70, 2,24.0
 3, 70.00, 97.00, 2330., 13.5, 72, 3,19.0
 4, 111.0, 80.00, 2155., 14.8, 77, 1,30.0
 4, 98.00, 83.00, 2219., 16.5, 74, 2,29.0
 4, 79.00, 58.00, 1755., 16.9, 81, 3,39.1
 4, 151.0, 90.00, 2670., 16.0, 79, 1,28.4
 6, 225.0, 100.0, 3233., 15.4, 76, 1,22.0
 8, 318.0, 210.0, 4382., 13.5, 70, 1,11.0
 4, 108.0, 94.00, 2379., 16.5, 73, 3,22.0
 8, 318.0, 150.0, 3436., 11.0, 70, 1,18.0
 4, 105.0, 63.00, 2125., 14.7, 82, 1,38.0
 8, 260.0, 110.0, 3365., 15.5, 78, 1,19.9
 4, 130.0, 102.0, 3150., 15.7, 76, 2,20.0
 4, 97.00, 75.00, 2265., 18.2, 77, 3,26.0
 6, 200.0, -1, 2875., 17.0, 74, 1,21.0
 8, 350.0, 165.0, 4209., 12.0, 71, 1,14.0
 4, 91.00, 68.00, 1970., 17.6, 82, 3,31.0
 4, 121.0, 112.0, 2933., 14.5, 72, 2,18.0
 8, 318.0, 150.0, 4498., 14.5, 75, 1,16.0
 6, 250.0, 88.00, 3021., 16.5, 73, 1,18.0
 4, 68.00, 49.00, 1867., 19.5, 73, 2,29.0
 6, 173.0, 115.0, 2700., 12.9, 79, 1,26.8
 6, 231.0, 105.0, 3425., 16.9, 77, 1,20.5
 4, 81.00, 60.00, 1760., 16.1, 81, 3,35.1
 4, 76.00, 52.00, 1649., 16.5, 74, 3,31.0
 8, 400.0, 230.0, 4278., 9.50, 73, 1,16.0
 4, 98.00, 90.00, 2265., 15.5, 73, 2,26.0
 8, 318.0, 140.0, 4080., 13.7, 78, 1,17.5
 4, 85.00, 52.00, 2035., 22.2, 76, 1,29.0
 4, 105.0, 74.00, 1980., 15.3, 82, 2,36.0
 6, 231.0, 105.0, 3535., 19.2, 78, 1,19.2
 6, 145.0, 76.00, 3160., 19.6, 81, 2,30.7
 6, 258.0, 110.0, 2962., 13.5, 71, 1,18.0
 4, 115.0, 95.00, 2694., 15.0, 75, 2,23.0
 8, 318.0, 150.0, 3755., 14.0, 76, 1,13.0
 4, 105.0, 70.00, 2150., 14.9, 79, 1,34.5
 6, 225.0, 100.0, 3430., 17.2, 78, 1,20.5
 6, 232.0, 100.0, 2789., 15.0, 73, 1,18.0
 4, 140.0, 88.00, 2890., 17.3, 79, 1,22.3
 8, 429.0, 198.0, 4341., 10.0, 70, 1,15.0
 8, 455.0, 225.0, 4425., 10.0, 70, 1,14.0
 4, 151.0, 85.00, 2855., 17.6, 78, 1,23.8
 4, 97.00, 92.00, 2288., 17.0, 72, 3,28.0
 4, 98.00, 68.00, 2135., 16.6, 78, 3,29.5
 8, 318.0, 150.0, 3777., 12.5, 73, 1,15.0
 4, 85.00, 70.00, 2070., 18.6, 78, 3,39.4
 8, 350.0, 125.0, 3900., 17.4, 79, 1,23.0
 4, 151.0, -1, 3035., 20.5, 82, 1,23.0
 4, 122.0, 85.00, 2310., 18.5, 73, 1,19.0
 6, 232.0, 90.00, 3211., 17.0, 75, 1,19.0
 4, 156.0, 105.0, 2800., 14.4, 80, 1,27.9
 8, 400.0, 180.0, 4220., 11.1, 77, 1,16.0
 4, 97.00, 88.00, 2130., 14.5, 70, 3,27.0
 4, 121.0, 80.00, 2670., 15.0, 79, 1,27.4
 4, 98.00, 68.00, 2155., 16.5, 78, 1,30.0
 4, 141.0, 80.00, 3230., 20.4, 81, 2,28.1
 4, 85.00, 65.00, 2110., 19.2, 80, 3,40.8
 8, 350.0, 180.0, 3664., 11.0, 73, 1,11.0
 4, 140.0, 78.00, 2592., 18.5, 75, 1,23.0
 8, 350.0, 175.0, 4100., 13.0, 73, 1,13.0
 8, 455.0, 225.0, 3086., 10.0, 70, 1,14.0
 4, 97.00, 46.00, 1950., 21.0, 73, 2,26.0
 4, 98.00, 80.00, 1915., 14.4, 79, 1,35.7
 4, 107.0, 72.00, 2290., 17.0, 80, 3,32.4
 8, 400.0, 167.0, 4906., 12.5, 73, 1,12.0
 4, 86.00, 65.00, 2110., 17.9, 80, 3,46.6
 4, 90.00, 70.00, 1937., 14.0, 75, 2,29.0
 6, 250.0, 100.0, 3282., 15.0, 71, 1,19.0
 4, 120.0, 88.00, 2957., 17.0, 75, 2,23.0
 4, 122.0, 86.00, 2220., 14.0, 71, 1,23.0
 4, 116.0, 75.00, 2158., 15.5, 73, 2,24.0
 8, 400.0, 175.0, 4464., 11.5, 71, 1,14.0
 4, 112.0, 88.00, 2605., 19.6, 82, 1,28.0
 6, 200.0, 88.00, 3060., 17.1, 81, 1,20.2
 6, 258.0, 110.0, 3632., 18.0, 74, 1,16.0
 8, 302.0, 129.0, 3725., 13.4, 79, 1,17.6
 4, 113.0, 95.00, 2228., 14.0, 71, 3,25.0
 4, 135.0, 84.00, 2525., 16.0, 82, 1,29.0
 4, 71.00, 65.00, 1836., 21.0, 74, 3,32.0
 4, 108.0, 70.00, 2245, 16.9, 82, 3,34.0
 4, 97.00, 75.00, 2155., 16.4, 76, 3,28.0
 8, 350.0, 145.0, 4440., 14.0, 75, 1,15.0
 4, 79.00, 67.00, 1963., 15.5, 74, 2,26.0
 8, 455.0, 225.0, 4951., 11.0, 73, 1,12.0
 8, 400.0, 170.0, 4668., 11.5, 75, 1,16.0
 8, 302.0, 129.0, 3169., 12.0, 75, 1,13.0
 4, 140.0, 83.00, 2639., 17.0, 75, 1,23.0
 4, 98.00, -1, 2046., 19.0, 71, 1,25.0
 6, 231.0, 105.0, 3380., 15.8, 78, 1,20.6
 8, 260.0, 90.00, 3420., 22.2, 79, 1,23.9
 4, 121.0, 110.0, 2660., 14.0, 73, 2,24.0
 4, 79.00, 58.00, 1825., 18.6, 77, 2,36.0
 4, 134.0, 90.00, 2711., 15.5, 80, 3,29.8
 6, 200.0, 95.00, 3155., 18.2, 78, 1,20.5
 6, 225.0, 110.0, 3620., 18.7, 78, 1,18.6
 8, 351.0, 142.0, 4054., 14.3, 79, 1,15.5
 8, 318.0, 145.0, 4140., 13.7, 77, 1,15.5
 8, 318.0, 135.0, 3830., 15.2, 79, 1,18.2
 3, 80.00, 110.0, 2720., 13.5, 77, 3,21.5
 6, 168.0, 116.0, 2900., 12.6, 81, 3,25.4
 8, 304.0, 150.0, 3892., 12.5, 72, 1,15.0
 8, 429.0, 198.0, 4952., 11.5, 73, 1,12.0
 6, 225.0, 85.00, 3465., 16.6, 81, 1,17.6
 4, 122.0, 96.00, 2300., 15.5, 77, 1,25.5
 4, 140.0, 88.00, 2720., 15.4, 78, 1,25.1
 8, 304.0, 150.0, 3672., 11.5, 72, 1,17.0
 6, 200.0, 85.00, 2965., 15.8, 78, 1,20.2
